"addon_game_name"	"英雄之路"
// "dota_tip_intermediate_22"			"按住Ctrl键后对队友使用魔瓶，可以让他们享受魔瓶的恢复效果。"
"dota_tip_intermediate_23"			"jiayou a chunyu"
"dota_tip_intermediate_24"			"每额外一名玩家会有额外一个出怪口，但最多三个。"
"dota_tip_intermediate_25"			"BOSS技能在击败对应的boss时有概率掉落，某些天赋可以增加这个概率。"
"dota_tip_intermediate_26"			"对于伤害格挡，有同种类型取最高的，也有同类型线性叠加的。"
"dota_tip_intermediate_27"			"如果你的白金/黄金比较少，不妨等一等，黑市中的技能的价格是随机的，特效与天赋则有概率打折，而折扣也是随机产生。"
"dota_tip_intermediate_28"			"如果想第一时间知晓黑市的刷新内容，可在讨论群里大喊一声：今天黑市是什么？"
"dota_tip_intermediate_29"			"急行不会受到施法距离加成的影响"
"dota_tip_intermediate_30"			"回合结算时的装备生成等级每经过4回合就会提升一次。"
"dota_tip_intermediate_31"			"大部分boss都会有形态变化阶段，此时靠近它们极度危险。"
// "dota_tip_intermediate_33"			"按住Alt键后再将鼠标移至英雄的技能图标上，将会显示额外的技能详细说明。"
"dota_tip_intermediate_34"			"高阶技能书通关时会掉落，在N4以上的难度中，成功挑战越多的苦难BOSS将掉落越多的技能。"
"dota_tip_intermediate_35"			"每个月的排行榜奖励中会给出神秘奖励，有时候是天赋，有时候则是特效，这些奖励都是永久的。"
// "dota_tip_intermediate_36"			"每个英雄都有力量、敏捷、智力这三种属性，而且其中一项为其主要属性。主要属性每提升1点，英雄的攻击力就会提升1点。"
"dota_tip_intermediate_37"			"注意一些高阶技能的描述中标明了是BOSS技能，此类技能只能通过击败BOSS获得。"
"dota_tip_intermediate_38"			"辅助的作用很大，少了他们坐牢的可能性将大大提升。"
"dota_tip_intermediate_39"			"大部分光环是不可叠加的，所以团队中一人出就足够了。"
// "dota_tip_intermediate_41"			"多个眩晕类技能的持续时间不会累计。所以在接队友技能的时候最好注意下时机，达到效果最大化。"
"dota_tip_intermediate_42"			"休息几个月，再回来玩又是全新体验。"
"dota_tip_intermediate_43"			"无尽回合中击败的守卫越多获得的奖励越多，不过大概在180只后就会达到极限。"
"dota_tip_intermediate_45"			"苦难挑战中获得的宝箱可以赠与队友。"
"dota_tip_intermediate_46"			"真正的无敌是不被攻击，只要你被攻击，就算没有任何伤害也不一定就是无敌的。"
// "dota_tip_intermediate_49"			"物理攻击类型，对应的是英雄的普通攻击，部分英雄技能和部分物品，提升护甲可以降低伤害，进入虚无状态可以完全不受物理攻击影响。"
// "dota_tip_intermediate_50"			"魔法伤害，对应的是大部分英雄技能和物品的伤害，提高魔法抗性可以降低其伤害，技能免疫状态将完全不受魔法伤害。"
"dota_tip_intermediate_51"			"不要毫无节制的进行召唤，否则会遭到来自服务器的反噬。"
"dota_tip_intermediate_53"			"有时候服务器有波动是正常的，常见的体现就是进入游戏后直接失败。"
// "dota_tip_intermediate_54"			"远程英雄和单位从低地攻击高地单位时，攻击有几率落空。触发采用伪随机机制。"
"dota_tip_intermediate_55"			"某些回合比较容易，尝试背负更多的苦难来获取更多的奖励。"
"dota_tip_intermediate_56"			"每回合结束时都会获得金币奖励，学习贪婪则可以获取更多。"
// "dota_tip_intermediate_57"			"部分技能不会被技能免疫抵挡。每个技能与技能免疫状态的作用都显示在技能描述中。"
"dota_tip_intermediate_58"			"一定要时刻注意某些苦难BOSS，它们可能能一瞬间将你们团灭。"
"dota_tip_intermediate_59"			"通常来讲，只要没标明全额攻击力的说明则默认为计算白字攻击力。"
"dota_tip_intermediate_60"			"守着出怪口可以有效防止怪物扎堆而难以处理。"
// "dota_tip_intermediate_61"			"每个英雄会在比赛中的不同时间段发挥其最大效果。"
"dota_tip_intermediate_62"			"每个英雄都有独特的天赋，而力量敏捷智力与近战远程共6种类型英雄，每种类型的属性是一样的。"
"dota_tip_intermediate_63"			"尝试学习一些保命技能吧。"
"dota_tip_intermediate_64"			"不要忘了鼓励队友。"
"dota_tip_intermediate_65"			"携带金币过多，有时候会被偷。"
"dota_tip_intermediate_66"			"料理术可以做出很多有用的消耗品，这种消耗品可以给予队友，通常来讲，人数越多的队伍更能进行有效的分配。"
"dota_tip_intermediate_67"			"小心那些贪财的家伙。"
// "dota_tip_intermediate_69"			"金箍棒的必中效果在攻击建筑物时无效。"
// "dota_tip_intermediate_70"			"大多数技能经过短时间的施法动作才会产生技能效果。使用物品时则是即时生效，没有施法动作。"
"dota_tip_intermediate_71"			"有时候队友是不可信任的，当你以为很顺利的时候可能出现一只巨人将你们干趴。"
"dota_tip_intermediate_72"			"队伍中是否有人学习了贪婪，或许你可以求他分你几个宝箱。"
"dota_tip_intermediate_73"			"只使用中阶技能也可以通关N4，这是经过检验的事实。"
"dota_tip_intermediate_74"			"急行可以帮助你逃出生天。"
"dota_tip_intermediate_75"			"新手玩家无需接触过多信息，最重要的是理解游戏的核心玩法是自己搭配技能。"
"dota_tip_intermediate_76"			"奥义原石通常只会在百相难度中产出。"
"dota_tip_intermediate_77"			"英雄拥有一个默认天赋，你可以在每日黑市中解锁额外的天赋选项。"
"dota_tip_intermediate_78"			"技能在升阶后会变得更强。"



"dota_tip_advanced_1"				"死亡不会掉落金币，所以尽管放心。"
"dota_tip_advanced_2"				"狂暴药剂会对你的英雄产生不可逆的英雄，所以仔细考虑了。"
"dota_tip_advanced_3"				"不需要的装备你可以直接出售，然后购买宝箱抽取装备。"
// "dota_tip_advanced_4"				"使用“控制编队”功能可以给控制的不同单位下达指令。编队的过程很简单，选择想要编队的单位，按住CTRL + 该编队想要对应的快捷键即可。然后只要按下快捷键即可选中对应的编队。"
"dota_tip_advanced_5"				"使用F3可以复活离你最近的队友，或者点击其英雄头像下的按钮。"
// "dota_tip_advanced_6"				"将动力鞋的主属性切换为智力可以使英雄增加少许魔法。"
"dota_tip_advanced_7"				"一些依靠施法触发的效果需要触发的技能至少有着x秒的冷却时间，这些冷却时间指的是技能原本的冷却时间，即受到冷却缩减前的时间。"
// "dota_tip_advanced_8"				"装备黯灭后，对目标的首次攻击也会享受减甲效果。"
// "dota_tip_advanced_9"				"开启幻影斧后将移除所受的大部分负面状态，并躲避已经出手的攻击和技能弹道。"
// "dota_tip_advanced_10"				"使用买活后，下次复活时间将增加25秒。"
// "dota_tip_advanced_11"				"奶酪和刷新球碎片都可以出售给商店，价格分别为500金。"
// "dota_tip_advanced_17"				"如果周围有多种相同性质的光环，所有光环并不会叠加，只有最强大的光环会生效。"
// "dota_tip_advanced_18"				"如果感觉这次逃生无望，可以考虑进入中立生物营地，或者往肉山巢穴跑去，让他们将你击杀。这样敌人就无法获得相应的击杀金钱和经验。"
// "dota_tip_advanced_19"				"近战兵营每秒恢复5点生命值。远程兵营不会恢复生命值。"
// "dota_tip_advanced_23"				"在使用回城卷轴期间可以施放影刃、赏金猎人的暗影步、克林克兹的骨隐步和司夜刺客的复仇等技能。"
// "dota_tip_advanced_24"				"把动力鞋的主属性切换为敏捷时治疗可以让自己的生命值和魔法值恢复得更快。不过别忘了切回来！"
// "dota_tip_advanced_25"				"攻击不朽之守护可以将其摧毁。"
// "dota_tip_advanced_26"				"幻象能向周围单位提供原英雄身上的光环。"
// "dota_tip_advanced_28"				"摧毁敌方兵营与否跟能否摧毁遗迹前防御塔无关。紧急情况下可以越过兵营直接向遗迹前的防御塔发动攻势。"
// "dota_tip_advanced_29"				"3级死灵书召唤出来的死灵战士（近战）拥有真实视域，死灵射手（远程）拥有净化技能。"
// "dota_tip_advanced_30"				"显影之尘的效果可以被净化。"
// "dota_tip_advanced_31"				"神符可以被攻击，攻击一次后就会消失。"
// "dota_tip_advanced_32"				"分裂伤害为物理伤害，数值被护甲减免。"
// "dota_tip_advanced_33"				"一塔没有偷塔保护。"
// "dota_tip_advanced_34"				"偷塔保护会在周围没有敌方小兵时生效。每座二塔的偷塔保护效果相互独立。"
// "dota_tip_advanced_35"				"所有三塔和四塔（高地塔）、兵营和遗迹的偷塔保护状态为共有，任一建筑周围存在敌方小兵时，所有建筑都将失去偷塔保护。"
// "dota_tip_advanced_36"				"偷塔保护状态在附近敌方小兵都消失后还需一小段时间才会重新生效。"
// "dota_tip_advanced_37"				"刃甲反弹的伤害与原伤害的类型相同。"
// "dota_tip_advanced_39"				"斯嘉蒂之眼无视技能免疫，并且无法驱散。"
// "dota_tip_advanced_40"				"别忘了身上常备着回城卷轴。"
// "dota_tip_advanced_41"				"对友方小兵生效的光环可以进行开关，关闭后光环对小兵无效，只对附近英雄生效。利用这点可以控好兵线。"
// "dota_tip_advanced_42"				"拥有范围类技能的中立生物只会在范围内存在3个或以上有效目标时才会使用。"
// "dota_tip_advanced_43"				"大多数远古生物的魔法抗性较高；他们受到的技能伤害相比普通中立生物较低。"
// "dota_tip_advanced_44"				"普通攻击存在“攻击后摇”，接在攻击前摇完成后。任何指令都可以中止攻击后摇，可以在追击敌人时利用这点。"
// "dota_tip_advanced_45"				"只有在敌人视野内施放技能时敌方英雄才能获得魔棒/魔杖能量点数。利用这点可以找找敌方守卫。"
// "dota_tip_advanced_46"				"希瓦的守护使用后将在英雄周围提供800范围的空中视野，在侦察上坡或跨地形时非常实用。"
// "dota_tip_advanced_47"				"白银之锋和天堂之戟的主动效果并不是无视技能免疫，不过无法被驱散。"
// "dota_tip_advanced_48"				"与小兵的距离超过500时攻击英雄不会吸引小兵的仇恨。"
